emp_no,first_name,last_name,title,from_date,to_date
11822,Sastry,Madeira,Staff,1996-07-07,9999-01-01
11823,Weiyi,Iacovou,Senior Engineer,1995-10-23,9999-01-01
11829,Chaosheng,Pettis,Assistant Engineer,1999-10-11,9999-01-01
11832,Arto,Zlotek,Engineer,1996-02-04,9999-01-01
11836,Ortrud,Bakhtari,Senior Staff,1989-07-28,9999-01-01
11842,Moto,Piazza,Senior Staff,1999-12-11,9999-01-01
11844,Shawna,Demeyer,Senior Engineer,1995-01-27,9999-01-01
11846,Fai,Perly,Senior Engineer,1999-06-22,9999-01-01
11847,Tzvetan,Brandsma,Senior Engineer,1996-01-13,1999-05-23
11853,Zeljko,Kusakabe,Senior Staff,1996-11-17,9999-01-01
11862,Alejandra,Deville,Senior Engineer,1998-01-20,9999-01-01
11864,Pradeep,Kriebel,Staff,1995-11-02,9999-01-01
11868,Kwee,Demke,Engineer,1995-04-03,9999-01-01
11871,Nalini,Sommen,Senior Engineer,1998-10-13,9999-01-01
11872,Cheong,Riexinger,Senior Staff,2002-02-12,9999-01-01
11876,Leszek,Kobuchi,Senior Engineer,2000-06-07,9999-01-01
11877,Heng,Sudkamp,Senior Staff,1995-09-17,1999-06-09
11881,Arra,Staelin,Senior Staff,1995-04-08,9999-01-01
11883,Nectarios,Bhattacharjee,Engineer,1988-04-16,1990-10-28
11888,Badri,Azulay,Senior Staff,1999-11-28,9999-01-01
11894,Mitchel,Validov,Senior Engineer,1988-06-22,9999-01-01
11896,Shaunak,Benzmuller,Technique Leader,1990-07-04,9999-01-01
11897,Cordelia,Setlzner,Senior Staff,1997-06-16,9999-01-01
11911,Ashish,Mondadori,Senior Engineer,1995-06-05,9999-01-01
11915,Miomir,Mawatari,Senior Engineer,2001-06-28,9999-01-01
11931,Gunilla,Chiodo,Senior Staff,2000-01-13,9999-01-01
11933,Basil,Erman,Senior Engineer,1992-06-12,9999-01-01
11938,Aruna,Verspoor,Staff,1994-07-15,9999-01-01
11939,Chinhyun,Basart,Technique Leader,1992-08-14,1993-10-29
11940,Ult,Anido,Assistant Engineer,1996-11-02,9999-01-01
11944,Along,Aumann,Senior Engineer,1994-12-01,9999-01-01
11945,Limsoon,Marakhovsky,Staff,1994-01-21,9999-01-01
11948,Yahiko,Nergos,Senior Engineer,2002-05-10,9999-01-01
11949,Martijn,Harbusch,Technique Leader,1985-03-11,9999-01-01
11965,Arup,Morrey,Engineer,1993-10-07,9999-01-01
11972,Sibyl,Beausoleil,Senior Staff,1994-04-25,9999-01-01
11983,Jaana,Hedayat,Senior Engineer,1994-10-11,9999-01-01
11987,Vidya,Schaar,Senior Staff,1994-10-17,1997-12-04
11988,Chinya,Chinin,Senior Engineer,1990-11-03,2001-12-31
11989,Erzsebet,Peltason,Technique Leader,1989-01-07,9999-01-01
11994,Sigeru,Fiebach,Senior Staff,1999-11-11,9999-01-01
11997,Heon,Mawatari,Staff,1999-02-21,1999-08-06
12007,Marko,Dehkordi,Senior Engineer,1996-05-17,9999-01-01
12008,Frederique,Zykh,Engineer,1991-08-07,1993-03-24
12011,Zhilian,Coorg,Senior Staff,1997-07-22,9999-01-01
12015,Kensei,Guenter,Staff,1999-11-16,9999-01-01
12023,Chuanyi,Eppinger,Technique Leader,1994-12-08,9999-01-01
12024,Mayumi,Lanzelotte,Staff,1997-11-03,9999-01-01
12025,Jaewoo,Heiserman,Staff,1985-02-28,1990-06-09
12028,Ingemar,Walstra,Senior Engineer,1997-09-02,9999-01-01
12030,Shuky,Cromarty,Staff,1996-06-24,9999-01-01
12034,Aemilian,Piazza,Staff,1995-11-22,9999-01-01
12036,Mads,Ratzlaff,Senior Staff,1995-09-05,9999-01-01
12037,Arunas,Katzenelson,Senior Staff,1992-09-30,9999-01-01
12043,Masaki,Lubachevsky,Staff,2000-01-05,9999-01-01
12047,Jordanka,Ligten,Assistant Engineer,1996-08-23,9999-01-01
12050,Yuchang,Tchuente,Engineer,1996-04-01,9999-01-01
12052,Masako,Khasidashvili,Technique Leader,1986-04-07,1988-08-29
12054,Odysseas,Braccini,Staff,1999-08-06,9999-01-01
12055,Rutger,Kilgore,Staff,1990-06-22,1995-06-16
12062,Margareta,Worfolk,Senior Staff,1996-01-04,9999-01-01
12069,Ayonca,Burnard,Senior Engineer,1995-05-13,9999-01-01
12077,Steve,Hutton,Senior Engineer,1999-01-30,2000-08-18
12080,Panayotis,Feinberg,Senior Staff,2001-05-17,9999-01-01
12082,Xinan,Yamaashi,Senior Staff,1992-01-29,9999-01-01
12087,Weijing,Jumpertz,Engineer,1986-08-16,1993-03-24
12089,Bilhanan,Socorro,Senior Staff,1994-10-22,9999-01-01
12093,Evgueni,Oxenboll,Senior Engineer,1999-01-19,9999-01-01
12095,Fai,Smeets,Senior Engineer,1995-04-04,2001-11-07
12099,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15,9999-01-01
12102,Aron,Erde,Staff,1994-02-17,9999-01-01
12112,Satyanarayana,Avouris,Senior Staff,1997-09-26,9999-01-01
12114,Shiv,Rubsam,Staff,1997-02-04,9999-01-01
12122,Satoru,Krone,Senior Engineer,1992-07-23,9999-01-01
12123,Xiahua,Syrzycki,Senior Staff,1994-07-18,9999-01-01
12125,Shounak,Erman,Engineer,1997-03-31,9999-01-01
12128,Yannik,Barreiro,Staff,1997-08-16,1998-11-25
12138,Takahito,Brender,Engineer,1996-02-23,9999-01-01
12140,Xudong,Paciorek,Senior Staff,1996-11-15,9999-01-01
12148,Hidde,Garigliano,Assistant Engineer,1997-06-24,1997-11-21
12149,Suebskul,Grandbois,Senior Staff,1988-10-01,9999-01-01
12160,Aamer,Garrabrants,Senior Staff,1989-09-19,9999-01-01
12164,Muneo,Chachaty,Engineer,1996-05-14,9999-01-01
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29,9999-01-01
12168,Arnd,Salverda,Senior Staff,1996-06-21,9999-01-01
12172,Jianhua,Llado,Senior Staff,1990-12-08,9999-01-01
12183,Harngdar,Iisaku,Engineer,1998-04-04,9999-01-01
12186,Guther,Nooteboom,Senior Staff,1998-01-24,9999-01-01
12190,Abdulah,Engberts,Senior Engineer,1997-12-13,9999-01-01
12191,Rosella,Bazzichi,Engineer,1998-11-22,9999-01-01
12192,Feiyu,Klyachko,Senior Engineer,1991-09-02,9999-01-01
12206,Barton,Janetzko,Senior Engineer,2001-03-27,9999-01-01
12210,Vugranam,Ashish,Senior Staff,1997-11-08,9999-01-01
12213,Kwangho,Brizzi,Senior Staff,2000-10-31,9999-01-01
12216,Aloke,Mansanne,Engineer,1995-10-25,9999-01-01
12218,Yaghout,Strooper,Senior Engineer,2000-03-11,9999-01-01
12219,Junsik,Gadepally,Senior Staff,1995-06-13,9999-01-01
12222,Abdelwaheb,Holburn,Senior Staff,1996-08-14,9999-01-01
12223,Niteen,Koyama,Senior Engineer,1995-08-13,9999-01-01
12230,Yuriy,Bellone,Engineer,1997-04-13,9999-01-01
12231,Nishit,Bharadwaj,Senior Engineer,1990-05-19,9999-01-01
12235,Honesty,Haumacher,Staff,1997-07-10,9999-01-01
12242,Satoru,Wolniewicz,Engineer,2000-11-11,9999-01-01
12247,Subbu,Penttonen,Technique Leader,1985-04-09,9999-01-01
12249,Eldridge,Sadowski,Senior Engineer,1996-06-20,9999-01-01
12250,Kerhong,Aloia,Senior Engineer,1991-04-25,9999-01-01
12254,Chaitali,Stafford,Engineer,1988-12-23,1989-10-31
12264,Mart,Pagter,Engineer,1998-01-09,9999-01-01
12269,Mohammed,Whitcomb,Senior Engineer,2000-07-05,9999-01-01
12270,Shakhar,Kornyak,Senior Staff,1996-08-19,9999-01-01
12273,Jaideep,Uehara,Senior Staff,1998-02-14,9999-01-01
12281,Hisao,Langford,Senior Engineer,2000-09-22,9999-01-01
12282,Tadahiro,Delgrange,Engineer,1999-10-06,9999-01-01
12291,Masamitsu,Koyama,Senior Staff,1999-03-29,9999-01-01
12298,Tetsurou,Rodham,Senior Engineer,1994-03-31,9999-01-01
12303,Godehard,Braccini,Senior Staff,1988-06-13,1988-07-19
12308,Mototsugu,Cronau,Senior Staff,1991-08-11,9999-01-01
12312,Chenye,Velasco,Engineer,1994-11-24,1996-12-18
12316,Hyuncheol,Duclos,Engineer,1998-04-05,9999-01-01
12317,Weiyi,Crabtree,Staff,1996-08-11,9999-01-01
12327,DAIDA,Bruckman,Senior Engineer,1992-10-15,9999-01-01
12328,Atilio,Prampolini,Staff,1997-05-03,9999-01-01
12335,Arnould,Genin,Senior Staff,1995-12-01,2000-06-19
12338,Kagan,Besselaar,Staff,1997-01-10,9999-01-01
12339,Pranay,Czaja,Staff,1996-07-18,9999-01-01
12343,Sorina,Slaats,Senior Staff,1997-08-25,9999-01-01
12345,Xuedong,Mellouli,Senior Engineer,1997-07-09,2002-03-09
12351,Gennady,Zizka,Engineer,1997-08-26,1999-02-16
12355,Vidar,Hutton,Senior Engineer,1995-11-08,9999-01-01
12364,Neelam,Cummings,Assistant Engineer,1998-11-02,9999-01-01
12365,Kamakshi,Bisiani,Senior Engineer,1994-09-12,9999-01-01
12366,Patricio,Setlzner,Staff,1994-07-16,2000-01-20
12373,Mooi,Driscoll,Senior Staff,1993-11-11,9999-01-01
12380,Menkae,Farrow,Staff,1991-09-03,1991-09-15
12381,Amalendu,Klerer,Senior Staff,1998-06-24,9999-01-01
12388,Arumugam,Hebert,Senior Engineer,1997-09-11,9999-01-01
12394,Stevo,Reeken,Engineer,1998-09-26,9999-01-01
12407,Jianwen,Brodie,Engineer,1993-12-03,1999-09-13
12411,Shao,Ibel,Senior Staff,1991-08-17,9999-01-01
12415,Uri,Sluis,Staff,1994-10-17,1998-10-10
12422,Berhard,Demos,Senior Staff,2001-06-07,9999-01-01
12426,Shahaf,Valtorta,Technique Leader,1999-05-17,9999-01-01
12434,Xumin,Bernardinello,Engineer,1994-09-11,9999-01-01
12438,Yongmao,Mondadori,Senior Staff,1999-12-20,9999-01-01
12450,Sanjeeva,Perng,Senior Engineer,1999-02-02,9999-01-01
12452,Hiroyasu,Francisci,Engineer,1997-09-28,9999-01-01
12454,Kerryn,Farris,Staff,1998-12-18,9999-01-01
12466,Cullen,Nations,Senior Staff,1994-02-19,9999-01-01
12468,Ioana,Baezner,Staff,1993-12-08,9999-01-01
12470,Khue,Hinsberger,Engineer,1996-02-29,1998-06-22
12475,Filipe,Roison,Senior Engineer,1996-04-25,9999-01-01
12478,Yahiko,Hopewell,Senior Staff,1997-07-05,1998-12-11
12480,Tetsushi,Schade,Staff,1997-12-21,9999-01-01
12482,Chandrasekaran,Rijckaert,Senior Engineer,2001-08-12,2001-10-17
12487,Mona,Reghbati,Senior Staff,1998-12-07,9999-01-01
12488,Etsuo,Gerteisen,Senior Engineer,1995-04-27,9999-01-01
12492,Kristinn,Hammerschmidt,Senior Engineer,1992-11-16,9999-01-01
12493,Filipp,Menhardt,Senior Engineer,1988-08-08,1988-12-04
12497,Stein,Penz,Senior Staff,1997-09-25,9999-01-01
12501,Morrie,Matheson,Senior Staff,1986-06-05,9999-01-01
12502,Danil,VanScheik,Senior Engineer,1989-06-06,9999-01-01
12504,Adly,Rosaz,Engineer,1997-08-14,9999-01-01
12505,Barton,Goldhammer,Senior Staff,1999-08-24,2002-02-18
12509,Rutger,Krzyzanowski,Senior Staff,1997-09-25,9999-01-01
12514,Tomofumi,Melter,Engineer,1999-11-13,9999-01-01
12515,Pranav,Wilharm,Senior Engineer,2000-01-27,9999-01-01
12520,Goetz,Basart,Engineer,1999-03-06,9999-01-01
12522,Trygve,Zhang,Technique Leader,1999-01-28,9999-01-01
12523,Tonia,Casley,Senior Staff,1990-01-22,9999-01-01
12524,Tetsushi,Demeyer,Engineer,1996-12-19,9999-01-01
12528,Conor,Cincotta,Senior Staff,1997-09-24,9999-01-01
12534,Yongmao,Gerlach,Senior Engineer,1985-08-14,9999-01-01
12540,Poornachandra,Bresenham,Senior Staff,1998-11-28,9999-01-01
12541,Shih,Nanard,Senior Staff,1996-08-31,9999-01-01
12542,Kazuhide,Bouloucos,Senior Staff,1993-09-11,9999-01-01
12551,Jeane,Tzvieli,Senior Engineer,1993-12-03,9999-01-01
12553,Aral,Vesna,Senior Staff,1987-02-28,9999-01-01
12555,Spyrose,DuCasse,Assistant Engineer,1995-07-23,9999-01-01
12557,Stafford,Kopetz,Senior Engineer,1988-03-20,9999-01-01
12563,Honesty,Ducloy,Engineer,1998-03-08,9999-01-01
12568,Marlo,Boyle,Engineer,1997-04-15,2001-08-12
12571,Abdelaziz,Candan,Engineer,2002-04-23,9999-01-01
12574,Mong,Gelosh,Engineer,1999-01-08,9999-01-01
12586,Oguz,Tasistro,Senior Engineer,2001-04-30,9999-01-01
12588,Yagil,Kenevan,Senior Engineer,2002-02-08,9999-01-01
12589,Anoosh,Chleq,Senior Engineer,1997-09-08,9999-01-01
12590,Gita,Rosenbaum,Senior Staff,1993-02-25,9999-01-01
12597,Kazuhito,Petereit,Senior Staff,1999-12-13,9999-01-01
12603,Utpal,Roison,Staff,1997-06-10,9999-01-01
12612,Chandrasekaran,Thimonier,Staff,1999-05-29,9999-01-01
12617,Shawna,Rusterholz,Senior Staff,1996-03-02,9999-01-01
12623,Raimond,Scharstein,Senior Staff,2000-11-03,9999-01-01
12626,Gill,Comyn,Senior Engineer,2000-09-24,9999-01-01
12630,Sreekrishna,Falco,Senior Staff,1997-06-03,9999-01-01
12635,Xinyu,Restivo,Senior Engineer,2000-02-03,9999-01-01
12638,Yuqun,Seiwald,Engineer,1999-04-29,9999-01-01
12639,Zeljko,Schapire,Senior Engineer,2002-05-21,9999-01-01
12644,Bernt,Jayawardene,Senior Engineer,1994-10-29,9999-01-01
12651,Pragnesh,Bael,Senior Staff,1988-01-27,9999-01-01
12662,Leucio,Alvarado,Engineer,1994-08-27,9999-01-01
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,9999-01-01
12664,Zhonghua,Parveen,Staff,1999-08-04,9999-01-01
12665,Amalendu,Lanphier,Staff,1995-06-01,1997-12-14
12670,Seongbae,Alameldin,Engineer,1999-09-10,9999-01-01
12672,Mayumi,Varman,Senior Engineer,1998-04-02,9999-01-01
12678,Carrsten,Borovoy,Engineer,1999-06-26,2000-04-22
12680,Bader,Staudhammer,Staff,1995-11-12,9999-01-01
12687,Weicheng,Badache,Staff,1998-04-12,9999-01-01
12689,Luerbio,Boudaillier,Senior Engineer,2001-11-23,9999-01-01
12691,Oddvar,Gils,Senior Engineer,1998-08-25,9999-01-01
12694,Kazuhira,Luders,Engineer,1995-12-01,1998-05-30
12707,Gregory,Zastre,Staff,1998-06-24,9999-01-01
12717,Tzu,Jiafu,Staff,1999-10-20,9999-01-01
12721,Sajjan,Szilard,Engineer,1994-08-20,2000-12-19
12725,Inderjeet,Flexer,Senior Staff,1999-05-28,9999-01-01
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,9999-01-01
12729,Nahla,Rahier,Senior Engineer,1997-10-15,9999-01-01
12730,Barry,Perl,Technique Leader,1993-07-24,1998-03-24
12731,Yongmao,Waymire,Senior Staff,1988-04-05,9999-01-01
12732,Mara,Takanami,Senior Staff,1988-04-06,9999-01-01
12734,Gil,Frijda,Senior Engineer,1986-03-03,9999-01-01
12746,Heekeun,Lunn,Senior Engineer,1999-07-08,9999-01-01
12748,Berry,Kakkar,Engineer,1998-12-13,9999-01-01
12753,Kazuhito,Syrotiuk,Senior Engineer,1999-08-26,9999-01-01
12758,Hauke,Pashtan,Staff,1999-11-19,2002-02-20
12759,LiMin,Kuszyk,Senior Staff,1987-05-31,1996-01-02
12761,Hitofumi,Schaad,Senior Staff,2002-05-06,9999-01-01
12768,Mingdong,Stiles,Engineer,1990-05-09,1992-05-30
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05,9999-01-01
12774,Moon,Asrin,Engineer,1997-08-02,9999-01-01
12775,Mariangiola,Berendt,Engineer,1999-02-24,2002-04-05
12777,Sreenivas,Cichocki,Senior Staff,1999-08-20,9999-01-01
12785,Bouchung,Armand,Senior Engineer,1996-12-29,9999-01-01
12786,Weiyi,Schusler,Engineer,1999-12-08,9999-01-01
12790,Gunilla,Perl,Senior Staff,2000-08-07,9999-01-01
12795,Masoud,Fordan,Senior Staff,1997-06-23,9999-01-01
12796,Saniya,Stanfel,Senior Engineer,2001-05-24,9999-01-01
12798,Lillian,Beeson,Senior Staff,1996-12-26,9999-01-01
12799,Tiina,Businaro,Senior Staff,1993-12-25,9999-01-01
12803,Gad,Boissier,Senior Staff,1990-03-16,9999-01-01
12814,Jaques,Kohling,Technique Leader,1998-06-07,1998-11-24
12816,Freyja,Ramras,Senior Engineer,1992-04-18,1999-09-08
12819,Mountaz,Gubsky,Senior Engineer,1996-09-09,9999-01-01
12821,Arco,Gihr,Engineer,1997-05-04,9999-01-01
12828,Oksana,Camurati,Staff,1999-06-07,9999-01-01
12831,Maris,Baja,Engineer,1996-08-13,2002-05-30
12840,Zhensheng,Ferretti,Engineer,1994-09-10,9999-01-01
12846,Krisda,Cyne,Senior Staff,2000-10-15,2001-01-15
12848,Kazuhide,Smeets,Engineer,1997-05-11,9999-01-01
12851,Kwangyoen,Ramsay,Staff,1998-08-25,9999-01-01
12853,Mang,Brobst,Senior Staff,1993-01-04,1996-10-03
12855,Mabhin,Murrill,Senior Staff,1997-08-12,9999-01-01
12857,Alagu,Gils,Senior Engineer,1995-07-05,9999-01-01
12863,Leif,Matheson,Senior Engineer,1990-09-06,9999-01-01
12865,Katsuyuki,Rothe,Senior Staff,1994-02-14,9999-01-01
12868,Berthier,Nanard,Senior Engineer,1990-01-07,9999-01-01
12869,Jacopo,Swiler,Staff,1999-01-02,9999-01-01
12872,Marl,Schmittgen,Senior Staff,1993-09-09,9999-01-01
12876,Apostol,Goodrum,Engineer,1999-09-01,2000-12-24
12881,Huai,Yurek,Staff,1999-08-25,9999-01-01
12885,Anwar,Collavizza,Senior Engineer,1990-09-11,9999-01-01
12887,Hilari,DuBourdieux,Senior Engineer,2001-09-19,9999-01-01
12889,Mayumi,Mukaidono,Engineer,1999-04-28,9999-01-01
12893,Licheng,Crouzet,Senior Staff,1995-03-18,9999-01-01
12895,Roddy,Serot,Senior Engineer,1993-08-15,9999-01-01
12899,Chinho,Sethi,Senior Staff,1998-01-13,9999-01-01
12923,Chaosheng,Journel,Senior Engineer,1997-01-02,9999-01-01
12926,Heekeun,Luby,Senior Staff,1992-12-24,9999-01-01
12934,Adil,Solares,Senior Engineer,1996-10-15,9999-01-01
12937,Arup,Cincotta,Staff,1991-10-27,1992-12-14
12940,Odinaldo,Farrar,Senior Engineer,1992-12-11,9999-01-01
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,9999-01-01
12951,Mohammad,Keirsey,Senior Staff,1987-09-17,1994-07-27
12962,Paraskevi,Beerel,Senior Staff,2001-10-21,9999-01-01
12972,Juyoung,Azevdeo,Staff,1988-04-03,1990-08-07
12974,Gift,Frolund,Senior Staff,1994-10-24,1994-11-03
12977,Byong,Markovitch,Senior Engineer,1992-08-23,9999-01-01
12981,Maren,Merro,Engineer,1995-02-01,1998-03-16
12982,Sachem,Aamodt,Senior Engineer,2000-01-11,9999-01-01
12983,Elliott,Hambrick,Staff,1999-06-28,9999-01-01
12984,Atilio,Krohm,Engineer,1993-05-03,1994-03-10
12986,Khun,Hennebert,Senior Engineer,1990-09-20,9999-01-01
12987,Youngkon,Kading,Senior Engineer,2001-05-03,9999-01-01
13002,Henk,Muhlberg,Senior Engineer,1994-05-03,9999-01-01
13004,Fan,Beznosov,Senior Engineer,1996-05-17,9999-01-01
13012,Florina,Harbusch,Senior Engineer,1987-12-24,2002-05-24
13013,Heekeun,Baak,Engineer,2000-01-22,9999-01-01
13046,Vivian,Stafford,Senior Staff,1987-04-19,9999-01-01
13047,Atilio,Chelton,Senior Engineer,1997-02-25,9999-01-01
13048,Kerhong,Massonet,Senior Engineer,1996-11-14,9999-01-01
13052,Aleksandar,Schlenzig,Senior Engineer,1996-07-26,9999-01-01
13054,Samphel,Masamoto,Senior Engineer,2001-12-21,9999-01-01
13062,Xinglin,Baak,Technique Leader,1993-01-08,2000-05-31
13073,Utpal,Journel,Staff,1995-10-25,2001-05-17
13076,Deniz,Skafidas,Engineer,1995-01-28,9999-01-01
13084,Domenico,Pagter,Senior Staff,2002-03-02,9999-01-01
13086,Dzung,Domenig,Senior Staff,2000-01-27,9999-01-01
13087,Gor,Ranft,Senior Engineer,1990-12-07,1998-07-22
13093,Sajjan,Unno,Staff,1999-09-18,9999-01-01
13095,Khedija,Cochrane,Staff,1999-05-03,2000-01-06
13096,Ibibia,Armand,Senior Engineer,2001-04-22,9999-01-01
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,9999-01-01
13110,Maria,Kamble,Senior Engineer,1989-07-16,9999-01-01
13113,Kwun,Landherr,Staff,1993-01-16,1996-10-07
13126,Parviz,Hennebert,Senior Engineer,2002-03-08,9999-01-01
13143,Qingxiang,Ventosa,Technique Leader,1990-02-25,9999-01-01
13144,Persi,Nollmann,Senior Staff,1997-06-19,9999-01-01
13146,Haldon,Erie,Senior Staff,1985-05-25,9999-01-01
13149,Alejandro,Gill,Assistant Engineer,1992-11-05,1996-02-20
13150,Mahmut,Stavenow,Technique Leader,1991-06-15,9999-01-01
13156,Akeel,Millington,Senior Engineer,2000-08-18,9999-01-01
13159,Jingling,Ranst,Staff,1999-08-12,9999-01-01
13165,Lucian,Benner,Senior Engineer,1995-03-17,9999-01-01
13168,Munir,Stentiford,Senior Engineer,1992-09-10,9999-01-01
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,9999-01-01
13173,Arve,Horswill,Senior Staff,1996-09-23,9999-01-01
13182,Kokou,Rodite,Engineer,1999-03-03,9999-01-01
13192,Rosita,Flowers,Technique Leader,1993-02-01,9999-01-01
13197,Rosita,Litzler,Staff,1993-09-14,1995-07-31
13200,Weidon,Pauthner,Senior Engineer,1998-08-07,9999-01-01
13202,Aram,Scharstein,Senior Staff,1992-03-28,9999-01-01
13203,Phule,Emmart,Senior Staff,1995-01-12,9999-01-01
13204,Mircea,Pellegrinelli,Assistant Engineer,1996-12-16,9999-01-01
13206,Tetsurou,Rullman,Staff,1999-09-06,9999-01-01
13210,Jianhua,Klassen,Senior Staff,2002-07-27,9999-01-01
13213,Hein,Billawala,Senior Staff,1993-08-30,9999-01-01
13216,Stabislas,Weedman,Staff,1999-05-23,9999-01-01
13227,Goncalo,Pell,Staff,1997-02-03,9999-01-01
13233,Alselm,Chvatal,Senior Engineer,1995-03-31,9999-01-01
13238,Ebru,Foote,Senior Staff,1998-10-10,9999-01-01
13243,Fay,Huxford,Staff,1999-09-18,1999-11-11
13246,Adil,Siepmann,Staff,1999-12-31,9999-01-01
13248,Keiichiro,Guting,Staff,1994-06-21,1998-07-22
13249,Oldrich,Rissland,Staff,1992-06-04,1997-09-24
13250,Zeydy,Schusler,Senior Engineer,1998-10-27,9999-01-01
13260,JoAnna,McDermid,Technique Leader,1997-02-08,9999-01-01
13261,Martial,Peternell,Staff,1994-07-28,2000-10-12
13272,Arun,Jiang,Senior Staff,1985-03-10,9999-01-01
13282,Cordelia,Macedo,Senior Staff,1995-04-16,9999-01-01
13288,Muneo,Broomell,Senior Staff,1995-04-14,9999-01-01
13291,Georg,Stamatiou,Senior Engineer,1993-10-30,9999-01-01
13294,Haldun,Stroustrup,Staff,1997-12-20,9999-01-01
13299,Guiseppe,Butner,Staff,1997-03-08,1998-09-13
13302,Mack,Alencar,Senior Engineer,1997-09-26,9999-01-01
13303,Koldo,Rissanen,Staff,1997-03-01,9999-01-01
13305,Bikash,Herath,Senior Staff,1994-07-17,1995-01-19
13309,Toshimori,Lipner,Senior Engineer,1997-12-25,9999-01-01
13312,Filipp,Schurmann,Engineer,1998-05-01,9999-01-01
13320,Gino,Bahr,Senior Engineer,2002-04-10,9999-01-01
13321,Rasikan,Portugali,Engineer,1994-05-14,1994-08-05
13332,Nidapan,Pearson,Senior Engineer,1997-09-23,9999-01-01
13333,Yoshinari,Hennebert,Engineer,1996-03-23,9999-01-01
13341,Bodh,Doering,Senior Staff,1992-03-10,9999-01-01
13343,Heon,Usery,Senior Staff,1995-07-30,9999-01-01
13346,Francoise,Zastre,Senior Engineer,2001-09-29,9999-01-01
13347,Lein,Sifakis,Senior Engineer,2000-05-24,9999-01-01
13349,Zeydy,Danner,Senior Staff,1993-10-02,9999-01-01
13357,Mabry,Llado,Engineer,1999-01-24,9999-01-01
13359,Pragnesh,Kragelund,Senior Engineer,1999-05-29,2001-01-01
13368,Kiyokazu,Klassen,Staff,1997-09-30,9999-01-01
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,9999-01-01
13373,Juichirou,Naumovich,Senior Staff,2000-08-23,9999-01-01
13374,Atreye,Kalefeld,Senior Engineer,1997-08-13,9999-01-01
13378,Rafols,Zhiwei,Technique Leader,1998-07-17,9999-01-01
13379,Kinh,Engelmann,Senior Staff,2001-09-07,9999-01-01
13385,Claudi,Buchter,Senior Staff,1986-06-10,9999-01-01
13386,Khosrow,Sgarro,Technique Leader,1986-02-23,9999-01-01
13388,Shuji,Cesareni,Technique Leader,1994-06-05,9999-01-01
13389,Divine,Cmelik,Senior Staff,1988-03-23,9999-01-01
13390,Nathan,Hutton,Engineer,1999-01-10,9999-01-01
13392,Fumitake,Beidas,Senior Staff,1993-08-26,9999-01-01
13394,Anneke,Lorys,Senior Staff,2001-03-05,9999-01-01
13396,Chuanyi,Aumann,Senior Staff,1994-03-29,9999-01-01
13405,Randy,Baba,Senior Staff,1990-05-10,9999-01-01
13407,Gio,Chenoweth,Senior Engineer,2001-10-03,9999-01-01
13408,Sreekrishna,Lagarias,Senior Engineer,2000-07-24,9999-01-01
13412,Ranga,Erdmenger,Staff,1996-03-21,9999-01-01
13417,Dipayan,Condotta,Senior Staff,1995-11-05,9999-01-01
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,9999-01-01
13436,Mana,Picaronny,Senior Staff,1994-09-20,1995-12-08
13439,Domenick,Ullian,Engineer,2000-03-25,9999-01-01
13442,Giordano,Miake,Senior Staff,1994-06-16,9999-01-01
13443,Mayuko,Puppo,Senior Engineer,1996-12-25,9999-01-01
13445,Renee,Dehkordi,Engineer,1996-11-29,9999-01-01
13451,Gretta,Weiland,Senior Staff,1995-08-23,9999-01-01
13458,Feipei,Nivat,Senior Engineer,1995-03-02,9999-01-01
13463,Theron,Berstel,Senior Engineer,1993-01-25,9999-01-01
13465,Sasan,Rehfuss,Engineer,1999-03-12,9999-01-01
13467,Zhigen,Katzenelson,Senior Engineer,1991-07-26,9999-01-01
13472,Dzung,Larfeldt,Engineer,1997-08-28,9999-01-01
13475,Kamakshi,Piancastelli,Senior Staff,2000-05-27,9999-01-01
13493,Uinam,Jullig,Senior Engineer,1992-09-06,9999-01-01
13500,Irene,Erol,Senior Engineer,1991-11-07,9999-01-01
13504,Parto,Mandell,Engineer,1994-12-21,9999-01-01
13505,Chandrasekaran,Hambrick,Staff,1995-03-26,9999-01-01
13520,Takahiro,Mahnke,Senior Engineer,2001-11-02,9999-01-01
13522,Jaewon,Vingron,Senior Staff,2002-06-01,9999-01-01
13523,Dines,Karunanithi,Staff,1997-10-24,9999-01-01
13535,Arunas,Schlenzig,Senior Engineer,2000-05-19,9999-01-01
13539,Cedric,Bala,Senior Engineer,1997-04-01,9999-01-01
